Time,Day,Junction,RoadType,Weather,CarCount,BikeCount,BusCount,TruckCount,Total,IsHoliday,Traffic
13:45:00,Tuesday,J1,Highway,Cloudy,37,12,1,1,51,0,Low
21:45:00,Wednesday,J1,Highway,Rainy,48,18,5,5,76,0,Low
14:45:00,Friday,J4,City,Cloudy,47,30,4,6,87,0,Medium
16:00:00,Thursday,J3,Highway,Sunny,61,32,5,3,101,1,Medium
21:45:00,Tuesday,J3,City,Rainy,107,57,11,14,189,1,High
17:45:00,Monday,J3,City,Rainy,139,67,13,11,230,0,High
06:00:00,Wednesday,J3,City,Cloudy,57,26,4,4,91,0,Medium
19:15:00,Thursday,J2,City,Rainy,132,67,8,9,216,0,High
12:00:00,Wednesday,J3,Highway,Sunny,18,8,1,1,28,0,Low
15:30:00,Tuesday,J4,City,Sunny,96,42,11,9,158,1,High
10:30:00,Saturday,J3,City,Rainy,170,78,15,17,280,1,High
22:00:00,Wednesday,J2,Highway,Rainy,56,20,0,7,83,0,Medium
11:45:00,Sunday,J1,Highway,Cloudy,56,24,4,6,90,1,Medium
17:45:00,Tuesday,J4,City,Sunny,146,83,15,14,258,1,High
11:15:00,Thursday,J2,Highway,Rainy,91,31,9,4,135,1,Medium
14:45:00,Thursday,J2,Residential,Sunny,71,35,7,3,116,1,Medium
12:30:00,Saturday,J1,City,Cloudy,84,51,4,10,149,1,Medium
08:00:00,Saturday,J3,Residential,Rainy,97,51,7,11,166,0,High
12:45:00,Monday,J2,Residential,Cloudy,26,8,1,2,37,0,Low
07:45:00,Friday,J3,Residential,Rainy,134,79,16,12,241,1,High
12:30:00,Sunday,J2,Highway,Rainy,26,22,5,1,54,0,Low
11:15:00,Saturday,J2,City,Sunny,40,33,4,5,82,0,Medium
21:15:00,Tuesday,J4,City,Rainy,67,36,7,10,120,0,Medium
00:30:00,Friday,J3,Residential,Cloudy,58,32,5,7,102,1,Medium
05:45:00,Friday,J1,Residential,Rainy,97,47,6,8,158,1,High
16:00:00,Sunday,J3,City,Rainy,89,30,8,7,134,0,Medium
11:45:00,Wednesday,J3,City,Rainy,55,31,4,2,92,0,Medium
16:30:00,Friday,J1,Residential,Rainy,61,45,8,3,117,1,Medium
13:45:00,Friday,J1,Highway,Sunny,35,2,0,2,39,0,Low
07:45:00,Sunday,J1,Residential,Rainy,106,47,8,11,172,0,High
03:30:00,Saturday,J1,Highway,Sunny,42,24,3,2,71,1,Low
09:15:00,Friday,J2,Highway,Rainy,88,36,9,7,140,0,Medium
09:00:00,Wednesday,J1,Highway,Sunny,123,51,11,10,195,1,High
11:15:00,Monday,J2,City,Sunny,50,25,6,4,85,0,Medium
16:15:00,Friday,J4,Residential,Sunny,58,29,2,4,93,1,Medium
02:00:00,Thursday,J4,Residential,Cloudy,61,30,9,6,106,1,Medium
20:30:00,Monday,J4,Residential,Rainy,102,49,10,9,170,0,High
12:15:00,Tuesday,J2,City,Rainy,113,53,11,14,191,1,High
05:00:00,Sunday,J2,Highway,Sunny,20,7,0,1,28,0,Low
13:30:00,Sunday,J1,Highway,Cloudy,18,11,0,1,30,0,Low
12:00:00,Monday,J1,City,Cloudy,96,42,10,7,155,1,High
18:30:00,Tuesday,J3,Residential,Rainy,131,69,11,12,223,1,High
08:30:00,Thursday,J3,Residential,Rainy,107,57,9,11,184,0,High
00:15:00,Saturday,J1,City,Rainy,73,36,4,7,120,0,Medium
19:00:00,Tuesday,J4,Highway,Cloudy,79,41,10,11,141,0,Medium
10:30:00,Tuesday,J4,City,Sunny,151,81,11,13,256,1,High
00:00:00,Tuesday,J3,City,Rainy,119,62,6,11,198,1,High
19:45:00,Thursday,J4,Highway,Cloudy,86,35,8,5,134,0,Medium
05:00:00,Monday,J1,City,Cloudy,97,46,6,9,158,1,High
13:30:00,Friday,J4,City,Sunny,95,38,7,9,149,1,Medium
18:30:00,Friday,J4,Residential,Cloudy,76,38,12,7,133,0,Medium
07:30:00,Tuesday,J3,Highway,Rainy,132,66,13,16,227,1,High
15:15:00,Tuesday,J1,Highway,Cloudy,56,30,4,6,96,1,Medium
23:00:00,Monday,J1,Residential,Cloudy,51,31,6,6,94,1,Medium
23:45:00,Friday,J2,City,Rainy,66,31,3,10,110,0,Medium
14:00:00,Wednesday,J1,Highway,Rainy,39,12,6,3,60,0,Low
10:15:00,Friday,J2,Highway,Rainy,151,59,13,10,233,1,High
16:45:00,Saturday,J4,Residential,Cloudy,41,10,0,0,51,0,Low
19:15:00,Monday,J1,Residential,Rainy,144,72,15,11,242,1,High
06:30:00,Saturday,J1,City,Cloudy,50,23,6,5,84,0,Medium
22:15:00,Friday,J1,City,Cloudy,43,22,10,4,79,0,Low
08:00:00,Saturday,J4,Residential,Sunny,121,65,9,8,203,1,High
11:45:00,Thursday,J3,Residential,Sunny,55,25,5,9,94,1,Medium
19:15:00,Wednesday,J4,Residential,Sunny,81,31,10,5,127,0,Medium
20:15:00,Friday,J2,City,Rainy,156,85,15,14,270,1,High
21:15:00,Wednesday,J1,Residential,Rainy,30,16,3,1,50,0,Low
16:30:00,Thursday,J2,City,Rainy,86,54,13,8,161,1,High
20:00:00,Sunday,J3,City,Rainy,121,54,14,15,204,0,High
03:15:00,Tuesday,J3,City,Sunny,34,27,2,3,66,0,Low
22:45:00,Saturday,J1,Highway,Cloudy,34,40,4,8,86,1,Medium
12:00:00,Wednesday,J1,Highway,Rainy,28,17,4,0,49,0,Low
03:00:00,Tuesday,J1,Highway,Sunny,29,11,0,1,41,0,Low
16:45:00,Tuesday,J2,City,Cloudy,49,30,3,6,88,0,Medium
13:00:00,Tuesday,J2,Highway,Rainy,77,35,7,8,127,1,Medium
17:15:00,Wednesday,J3,Residential,Sunny,65,47,2,12,126,0,Medium
03:30:00,Saturday,J3,Highway,Cloudy,59,35,9,7,110,1,Medium
02:45:00,Sunday,J4,Highway,Rainy,44,17,7,1,69,0,Low
18:45:00,Sunday,J4,City,Sunny,107,53,11,8,179,0,High
08:15:00,Friday,J3,Residential,Sunny,81,36,7,8,132,0,Medium
13:45:00,Monday,J2,City,Cloudy,95,44,9,7,155,1,High
14:15:00,Thursday,J4,Highway,Cloudy,52,33,5,6,96,1,Medium
13:30:00,Tuesday,J4,Residential,Cloudy,62,24,10,9,105,1,Medium
17:45:00,Wednesday,J3,Residential,Sunny,118,60,12,11,201,1,High
07:30:00,Saturday,J2,Residential,Cloudy,101,71,12,13,197,1,High
09:30:00,Tuesday,J2,Residential,Sunny,92,46,9,7,154,0,High
13:00:00,Tuesday,J1,Residential,Rainy,42,25,7,3,77,0,Low
15:45:00,Friday,J3,City,Rainy,63,36,9,8,116,0,Medium
08:15:00,Friday,J2,City,Cloudy,140,70,19,13,242,1,High
21:45:00,Tuesday,J3,City,Sunny,35,25,6,8,74,0,Low
18:30:00,Thursday,J3,Residential,Sunny,106,51,14,10,181,1,High
07:15:00,Tuesday,J2,Highway,Rainy,118,51,6,10,185,0,High
10:30:00,Friday,J1,Highway,Cloudy,87,36,6,8,137,0,Medium
15:30:00,Friday,J1,City,Sunny,55,22,3,5,85,0,Medium
03:15:00,Thursday,J2,City,Sunny,82,39,11,9,141,1,Medium
04:15:00,Monday,J4,Highway,Cloudy,59,31,3,3,96,1,Medium
07:45:00,Saturday,J2,Residential,Sunny,84,46,8,10,148,0,Medium
11:45:00,Wednesday,J1,Highway,Cloudy,8,12,0,0,20,0,Low
15:15:00,Tuesday,J4,Highway,Sunny,43,41,9,9,102,1,Medium
22:30:00,Thursday,J3,City,Cloudy,92,45,12,7,156,1,High
19:15:00,Saturday,J2,Residential,Rainy,103,51,8,9,171,0,High
13:45:00,Sunday,J1,Highway,Rainy,69,44,10,6,129,1,Medium
08:30:00,Monday,J1,Residential,Cloudy,70,45,8,8,131,0,Medium
01:15:00,Saturday,J3,City,Cloudy,42,22,6,7,77,0,Low
05:00:00,Wednesday,J3,Highway,Sunny,72,30,7,4,113,1,Medium
10:15:00,Friday,J2,Residential,Rainy,159,78,11,16,264,1,High
23:00:00,Tuesday,J2,Residential,Sunny,64,34,5,9,112,1,Medium
15:00:00,Friday,J1,City,Sunny,95,49,7,6,157,1,High
13:45:00,Monday,J1,Highway,Cloudy,16,2,0,3,21,0,Low
13:00:00,Monday,J3,Residential,Sunny,73,33,8,8,122,1,Medium
13:45:00,Tuesday,J4,City,Sunny,95,44,10,4,153,1,High
00:15:00,Sunday,J3,City,Cloudy,30,23,4,6,63,0,Low
01:45:00,Sunday,J3,Residential,Rainy,33,15,3,6,57,0,Low
20:45:00,Tuesday,J3,City,Rainy,127,66,12,11,216,0,High
07:00:00,Tuesday,J3,City,Sunny,140,81,14,14,249,1,High
06:15:00,Monday,J3,City,Rainy,86,38,6,5,135,0,Medium
20:15:00,Sunday,J3,Residential,Cloudy,91,40,5,8,144,0,Medium
12:30:00,Friday,J2,Highway,Sunny,53,34,7,6,100,1,Medium
08:45:00,Saturday,J4,Highway,Rainy,89,46,7,4,146,0,Medium
15:45:00,Tuesday,J1,Residential,Sunny,51,33,10,5,99,1,Medium
13:45:00,Sunday,J1,Highway,Rainy,74,29,10,6,119,1,Medium
12:30:00,Thursday,J3,Highway,Rainy,71,30,8,7,116,1,Medium
10:45:00,Tuesday,J2,Highway,Rainy,90,43,9,6,148,0,Medium
15:00:00,Sunday,J3,City,Sunny,94,50,10,9,163,1,High
04:45:00,Wednesday,J1,City,Cloudy,48,20,3,6,77,0,Low
10:15:00,Tuesday,J3,Residential,Sunny,65,46,9,6,126,0,Medium
19:15:00,Thursday,J1,City,Rainy,178,79,16,17,290,1,High
16:15:00,Sunday,J4,Highway,Sunny,55,32,2,6,95,1,Medium
07:45:00,Sunday,J4,Highway,Rainy,106,54,11,7,178,0,High
07:45:00,Saturday,J3,City,Cloudy,150,76,16,13,255,1,High
01:00:00,Monday,J2,Highway,Cloudy,53,29,4,5,91,1,Medium
01:00:00,Wednesday,J4,Highway,Sunny,58,33,4,2,97,1,Medium
02:45:00,Saturday,J4,Highway,Sunny,48,32,8,3,91,1,Medium
09:45:00,Monday,J1,Residential,Sunny,70,36,7,7,120,0,Medium
19:00:00,Sunday,J4,Residential,Cloudy,59,35,9,3,106,0,Medium
11:00:00,Friday,J2,Residential,Cloudy,66,31,7,5,109,1,Medium
07:15:00,Friday,J1,City,Rainy,134,61,13,13,221,0,High
07:30:00,Thursday,J1,City,Rainy,135,70,14,11,230,0,High
20:30:00,Sunday,J3,City,Cloudy,105,59,13,12,189,0,High
03:30:00,Friday,J3,Residential,Cloudy,21,20,2,3,46,0,Low
19:45:00,Saturday,J1,Highway,Rainy,134,69,18,16,237,1,High
08:45:00,Saturday,J4,Residential,Sunny,116,64,11,12,203,1,High
09:30:00,Thursday,J1,Residential,Rainy,137,69,15,10,231,1,High
16:45:00,Monday,J4,City,Sunny,85,46,7,6,144,1,Medium
12:00:00,Saturday,J4,Residential,Sunny,58,36,7,3,104,1,Medium
19:15:00,Monday,J4,Residential,Sunny,86,34,6,8,134,0,Medium
20:45:00,Saturday,J2,Residential,Cloudy,131,57,10,8,206,1,High
17:45:00,Monday,J4,Residential,Sunny,79,48,8,2,137,0,Medium
11:30:00,Wednesday,J3,City,Rainy,72,35,10,6,123,0,Medium
20:15:00,Monday,J3,Highway,Rainy,147,76,15,15,253,1,High
03:15:00,Friday,J3,Highway,Rainy,75,43,8,10,136,1,Medium
13:00:00,Tuesday,J2,Highway,Sunny,43,31,4,10,88,1,Medium
01:30:00,Tuesday,J3,Highway,Sunny,61,38,4,5,108,1,Medium
10:00:00,Monday,J1,Highway,Rainy,137,72,18,13,240,1,High
11:15:00,Wednesday,J2,Highway,Sunny,26,7,1,6,40,0,Low
20:45:00,Wednesday,J4,City,Rainy,176,81,18,13,288,1,High
03:45:00,Saturday,J1,Residential,Cloudy,11,12,0,3,26,0,Low
16:00:00,Friday,J2,Highway,Sunny,61,31,3,3,98,1,Medium
03:00:00,Thursday,J1,City,Sunny,85,47,7,8,147,1,Medium
02:30:00,Monday,J1,City,Cloudy,43,38,6,3,90,0,Medium
04:30:00,Thursday,J2,City,Cloudy,48,14,5,5,72,0,Low
18:30:00,Friday,J1,City,Rainy,128,63,14,13,218,0,High
11:00:00,Saturday,J2,Residential,Rainy,41,25,2,0,68,0,Low
09:15:00,Saturday,J1,Highway,Cloudy,118,67,8,14,207,1,High
03:00:00,Friday,J2,City,Sunny,100,54,7,12,173,1,High
10:45:00,Sunday,J3,Highway,Sunny,84,49,8,6,147,0,Medium
18:45:00,Tuesday,J2,Residential,Rainy,140,74,14,14,242,1,High
11:45:00,Monday,J1,Highway,Cloudy,47,29,5,8,89,1,Medium
00:00:00,Tuesday,J1,City,Sunny,94,49,10,7,160,1,High
18:00:00,Friday,J2,Highway,Cloudy,86,42,8,7,143,0,Medium
15:30:00,Thursday,J3,Residential,Sunny,24,13,1,0,38,0,Low
09:30:00,Monday,J1,Residential,Cloudy,82,40,9,7,138,0,Medium
07:30:00,Saturday,J3,Highway,Cloudy,81,42,9,6,138,0,Medium
00:30:00,Wednesday,J2,Residential,Sunny,56,40,7,7,110,1,Medium
02:30:00,Monday,J2,City,Cloudy,118,52,6,5,181,1,High
00:00:00,Monday,J4,Residential,Sunny,54,23,4,5,86,1,Medium
20:15:00,Friday,J4,Highway,Sunny,78,38,6,6,128,0,Medium
01:00:00,Sunday,J1,Highway,Cloudy,71,31,8,7,117,1,Medium
06:30:00,Wednesday,J3,Highway,Rainy,74,50,8,8,140,1,Medium
20:00:00,Wednesday,J3,Residential,Cloudy,78,33,9,11,131,0,Medium
11:00:00,Tuesday,J1,City,Sunny,88,41,12,7,148,1,Medium
21:30:00,Saturday,J3,Residential,Rainy,72,42,9,10,133,1,Medium
15:00:00,Friday,J4,Residential,Sunny,39,34,7,8,88,1,Medium
13:00:00,Friday,J1,Residential,Rainy,55,34,6,0,95,0,Medium
16:15:00,Thursday,J1,City,Rainy,93,49,13,11,166,1,High
22:00:00,Tuesday,J1,Residential,Sunny,61,25,7,4,97,1,Medium
20:30:00,Thursday,J3,Residential,Rainy,100,51,7,10,168,0,High
21:30:00,Monday,J2,Residential,Rainy,102,45,11,9,167,1,High
11:00:00,Saturday,J3,Highway,Sunny,19,8,0,2,29,0,Low
06:30:00,Friday,J4,Residential,Sunny,57,20,5,5,87,1,Medium
22:00:00,Thursday,J2,Residential,Cloudy,21,15,1,0,37,0,Low
08:45:00,Thursday,J4,City,Sunny,117,57,12,11,197,0,High
17:30:00,Friday,J3,Residential,Cloudy,110,60,11,13,194,1,High
23:45:00,Thursday,J1,Residential,Rainy,81,37,11,10,139,1,Medium
00:30:00,Monday,J4,City,Sunny,53,32,4,0,89,0,Medium
16:45:00,Thursday,J4,Residential,Cloudy,25,6,2,2,35,0,Low
14:45:00,Thursday,J3,Residential,Sunny,0,8,1,1,10,0,Low
20:45:00,Sunday,J2,Residential,Rainy,103,56,7,10,176,0,High
16:15:00,Sunday,J2,City,Sunny,85,48,7,3,143,1,Medium
00:30:00,Monday,J4,Highway,Sunny,2,13,2,3,20,0,Low
07:00:00,Saturday,J3,Residential,Rainy,93,45,6,13,157,0,High
11:00:00,Saturday,J2,City,Sunny,36,24,3,4,67,0,Low
06:15:00,Monday,J4,Residential,Cloudy,61,29,4,8,102,1,Medium
04:15:00,Friday,J4,City,Rainy,54,38,5,5,102,0,Medium
19:30:00,Sunday,J2,City,Sunny,142,72,15,10,239,1,High
01:30:00,Thursday,J1,City,Sunny,53,37,4,7,101,0,Medium
17:15:00,Monday,J1,City,Cloudy,155,72,15,16,258,1,High
22:15:00,Friday,J3,City,Cloudy,53,20,5,4,82,0,Medium
19:30:00,Thursday,J2,Residential,Cloudy,122,68,15,17,222,1,High
14:45:00,Thursday,J1,Highway,Rainy,47,19,2,5,73,0,Low
11:45:00,Saturday,J4,City,Cloudy,50,28,6,5,89,0,Medium
07:15:00,Tuesday,J1,City,Sunny,157,72,15,12,256,1,High
12:00:00,Wednesday,J2,Residential,Sunny,32,8,0,0,40,0,Low
08:15:00,Thursday,J3,Residential,Sunny,123,61,12,12,208,1,High
11:30:00,Tuesday,J4,City,Rainy,117,40,11,17,185,1,High
15:30:00,Saturday,J3,City,Cloudy,52,27,5,1,85,0,Medium
03:30:00,Wednesday,J2,City,Cloudy,48,23,4,4,79,0,Low
08:30:00,Tuesday,J3,Residential,Sunny,90,42,8,8,148,0,Medium
18:00:00,Thursday,J3,Residential,Sunny,86,38,9,8,141,0,Medium
09:00:00,Saturday,J2,City,Sunny,157,77,15,16,265,1,High
14:15:00,Wednesday,J1,Highway,Rainy,40,18,5,5,68,0,Low
12:00:00,Monday,J4,Residential,Sunny,65,31,6,5,107,1,Medium
12:45:00,Monday,J3,Highway,Cloudy,0,11,0,1,12,0,Low
11:45:00,Tuesday,J1,Highway,Rainy,33,27,6,5,71,0,Low
04:15:00,Sunday,J2,City,Cloudy,46,20,6,5,77,0,Low
09:30:00,Thursday,J1,Residential,Sunny,106,61,12,10,189,1,High
07:00:00,Monday,J2,Residential,Rainy,96,46,11,7,160,0,High
19:45:00,Saturday,J3,Residential,Sunny,88,35,8,6,137,0,Medium
12:00:00,Tuesday,J1,City,Rainy,68,36,5,8,117,0,Medium
20:15:00,Saturday,J4,Highway,Cloudy,107,57,13,8,185,1,High
15:00:00,Saturday,J4,City,Sunny,76,47,9,4,136,1,Medium
00:30:00,Friday,J1,Residential,Rainy,97,52,8,7,164,1,High
03:45:00,Monday,J4,Highway,Cloudy,60,36,7,5,108,1,Medium
07:15:00,Thursday,J4,Highway,Rainy,139,70,15,11,235,1,High
02:30:00,Wednesday,J4,Highway,Rainy,31,20,0,6,57,0,Low
17:45:00,Friday,J1,Residential,Cloudy,125,52,12,8,197,1,High
17:45:00,Friday,J3,Residential,Rainy,125,68,12,15,220,1,High
21:00:00,Wednesday,J2,City,Sunny,32,23,5,2,62,0,Low
23:30:00,Saturday,J1,City,Rainy,106,59,9,10,184,1,High
01:00:00,Monday,J1,Residential,Cloudy,80,33,3,7,123,1,Medium
11:00:00,Tuesday,J3,City,Sunny,83,50,11,8,152,1,High
19:45:00,Saturday,J4,Residential,Rainy,103,56,7,8,174,0,High
08:30:00,Friday,J3,Highway,Cloudy,80,51,7,8,146,0,Medium
09:45:00,Tuesday,J3,City,Sunny,105,58,10,10,183,0,High
17:30:00,Thursday,J1,Residential,Cloudy,82,40,8,10,140,0,Medium
16:30:00,Wednesday,J4,Highway,Sunny,58,26,6,5,95,1,Medium
20:00:00,Wednesday,J4,Residential,Cloudy,95,35,10,6,146,0,Medium
09:45:00,Sunday,J1,City,Sunny,106,58,11,5,180,0,High
06:30:00,Wednesday,J4,City,Cloudy,44,27,3,8,82,0,Medium
06:30:00,Tuesday,J2,Residential,Rainy,78,32,6,7,123,1,Medium
18:30:00,Tuesday,J4,Residential,Rainy,138,68,16,10,232,1,High
11:30:00,Thursday,J4,Highway,Sunny,77,21,6,4,108,1,Medium
18:00:00,Friday,J1,City,Cloudy,96,45,9,8,158,0,High
23:45:00,Thursday,J3,Residential,Sunny,34,7,0,0,41,0,Low
12:00:00,Saturday,J1,Highway,Rainy,87,51,9,7,154,1,High
15:45:00,Wednesday,J2,City,Cloudy,95,44,13,8,160,1,High
08:00:00,Saturday,J2,Residential,Rainy,146,76,16,13,251,1,High
01:00:00,Wednesday,J1,City,Sunny,107,35,7,9,158,1,High
09:15:00,Friday,J4,Highway,Cloudy,85,41,6,6,138,0,Medium
19:00:00,Saturday,J3,City,Rainy,119,63,15,11,208,0,High
10:45:00,Friday,J4,Highway,Sunny,124,54,9,11,198,1,High
14:00:00,Thursday,J1,City,Cloudy,52,36,6,3,97,0,Medium
17:45:00,Tuesday,J2,Highway,Rainy,142,62,17,16,237,1,High
16:30:00,Tuesday,J2,Residential,Sunny,32,10,1,0,43,0,Low
22:00:00,Monday,J3,Highway,Sunny,48,39,6,7,100,1,Medium
11:30:00,Tuesday,J3,Residential,Cloudy,24,11,3,0,38,0,Low
04:45:00,Thursday,J2,City,Sunny,56,21,4,6,87,0,Medium
09:00:00,Saturday,J3,Residential,Cloudy,75,47,8,8,138,0,Medium
09:00:00,Tuesday,J2,Highway,Cloudy,98,43,10,12,163,0,High
00:30:00,Saturday,J2,Highway,Cloudy,50,24,9,9,92,1,Medium
16:15:00,Monday,J2,City,Cloudy,44,28,6,5,83,0,Medium
00:45:00,Wednesday,J1,Highway,Rainy,77,44,9,6,136,1,Medium
00:45:00,Friday,J2,City,Cloudy,69,21,5,4,99,0,Medium
09:00:00,Tuesday,J4,Highway,Rainy,139,67,13,12,231,1,High
23:45:00,Sunday,J1,City,Sunny,44,31,4,6,85,0,Medium
14:45:00,Friday,J2,Residential,Rainy,73,51,8,6,138,1,Medium
06:15:00,Thursday,J3,Highway,Cloudy,73,26,5,6,110,1,Medium
06:45:00,Sunday,J2,City,Cloudy,57,27,3,4,91,0,Medium
00:15:00,Tuesday,J1,Residential,Sunny,55,32,9,4,100,1,Medium
07:45:00,Tuesday,J1,Highway,Rainy,151,71,15,13,250,1,High
14:45:00,Sunday,J1,City,Cloudy,87,47,10,11,155,1,High
00:30:00,Tuesday,J1,Highway,Cloudy,30,13,0,1,44,0,Low
22:45:00,Monday,J1,Residential,Rainy,80,37,6,8,131,1,Medium
11:15:00,Monday,J4,Highway,Rainy,32,11,3,0,46,0,Low
15:00:00,Thursday,J4,Highway,Cloudy,28,12,0,0,40,0,Low
15:15:00,Friday,J1,Highway,Rainy,79,40,8,8,135,1,Medium
08:00:00,Monday,J1,City,Sunny,150,69,16,14,249,1,High
05:45:00,Monday,J1,Residential,Rainy,80,37,5,10,132,1,Medium
14:15:00,Thursday,J4,Residential,Sunny,39,13,0,1,53,0,Low
11:00:00,Sunday,J2,City,Rainy,87,51,14,10,162,1,High
14:15:00,Saturday,J2,City,Sunny,93,45,8,6,152,1,High
22:45:00,Saturday,J1,City,Sunny,99,41,11,9,160,1,High
02:30:00,Sunday,J1,Highway,Cloudy,43,19,2,3,67,0,Low
12:30:00,Monday,J3,Residential,Rainy,32,18,6,5,61,0,Low
12:45:00,Monday,J4,Residential,Sunny,34,8,4,0,46,0,Low
14:15:00,Sunday,J1,Residential,Sunny,53,33,5,4,95,1,Medium
13:45:00,Wednesday,J4,Residential,Cloudy,15,6,5,1,27,0,Low
16:15:00,Tuesday,J1,Residential,Rainy,44,21,4,4,73,0,Low
05:00:00,Sunday,J4,Residential,Sunny,67,35,8,5,115,1,Medium
09:00:00,Thursday,J1,Highway,Cloudy,115,58,13,14,200,1,High
04:00:00,Friday,J1,City,Rainy,65,43,10,9,127,0,Medium
13:15:00,Tuesday,J4,Highway,Sunny,57,29,2,6,94,1,Medium
06:00:00,Saturday,J4,Highway,Cloudy,67,34,4,2,107,1,Medium
07:15:00,Wednesday,J2,City,Cloudy,131,65,13,12,221,1,High
15:30:00,Saturday,J3,City,Sunny,41,25,6,7,79,0,Low
22:30:00,Tuesday,J1,Highway,Sunny,23,11,2,0,36,0,Low
15:45:00,Monday,J4,City,Cloudy,76,33,7,7,123,1,Medium
00:45:00,Friday,J1,City,Rainy,74,33,6,3,116,0,Medium
19:00:00,Saturday,J3,Highway,Sunny,80,34,6,7,127,0,Medium
00:30:00,Thursday,J1,Highway,Cloudy,25,13,3,2,43,0,Low
15:00:00,Monday,J3,City,Sunny,97,46,9,10,162,1,High
18:00:00,Sunday,J4,City,Sunny,156,77,16,13,262,1,High
14:30:00,Wednesday,J2,Highway,Cloudy,34,8,4,1,47,0,Low
13:30:00,Wednesday,J2,Highway,Sunny,70,33,6,7,116,1,Medium
09:15:00,Tuesday,J1,Highway,Rainy,98,46,12,15,171,0,High
09:15:00,Saturday,J3,Highway,Cloudy,72,38,7,9,126,0,Medium
12:00:00,Monday,J2,City,Sunny,54,21,5,5,85,0,Medium
15:45:00,Tuesday,J2,Residential,Sunny,8,8,1,4,21,0,Low
15:45:00,Monday,J4,City,Sunny,92,37,10,7,146,1,Medium
02:00:00,Wednesday,J1,Highway,Sunny,26,10,1,2,39,0,Low
21:30:00,Saturday,J3,Residential,Rainy,79,38,7,6,130,1,Medium
03:15:00,Saturday,J2,Residential,Sunny,9,12,4,2,27,0,Low
02:30:00,Friday,J4,Highway,Cloudy,5,13,0,0,18,0,Low
06:30:00,Saturday,J2,City,Sunny,84,53,9,9,155,1,High
05:30:00,Wednesday,J2,City,Cloudy,84,55,7,8,154,1,High
05:30:00,Monday,J3,Residential,Cloudy,20,5,2,6,33,0,Low
03:45:00,Saturday,J2,Highway,Sunny,31,17,1,0,49,0,Low
19:30:00,Monday,J2,Highway,Cloudy,103,55,11,12,181,1,High
22:00:00,Saturday,J1,Residential,Rainy,72,34,7,5,118,1,Medium
23:00:00,Saturday,J2,Residential,Sunny,5,8,0,2,15,0,Low
23:30:00,Thursday,J3,Residential,Rainy,95,34,9,6,144,1,Medium
10:45:00,Friday,J1,City,Rainy,183,86,14,14,297,1,High
22:45:00,Thursday,J1,Residential,Cloudy,51,30,4,8,93,1,Medium
09:15:00,Sunday,J4,Highway,Cloudy,86,43,9,9,147,0,Medium
08:30:00,Tuesday,J4,City,Sunny,133,83,15,13,244,1,High
03:30:00,Sunday,J4,City,Cloudy,83,44,7,6,140,1,Medium
21:00:00,Monday,J2,Residential,Rainy,76,37,4,10,127,1,Medium
20:00:00,Monday,J3,Residential,Rainy,143,67,13,16,239,1,High
06:45:00,Tuesday,J4,Residential,Sunny,30,18,1,0,49,0,Low
00:15:00,Tuesday,J2,Residential,Rainy,79,34,8,10,131,1,Medium
00:00:00,Monday,J3,City,Sunny,50,22,4,5,81,0,Medium
06:45:00,Saturday,J4,Highway,Cloudy,46,26,5,8,85,1,Medium
11:45:00,Wednesday,J4,City,Cloudy,88,45,8,8,149,1,Medium
05:30:00,Saturday,J3,City,Rainy,59,42,9,10,120,0,Medium
07:15:00,Tuesday,J4,City,Rainy,113,61,15,9,198,0,High
08:00:00,Monday,J1,Highway,Rainy,94,43,8,7,152,0,High
03:30:00,Friday,J1,City,Sunny,108,40,11,11,170,1,High
20:45:00,Monday,J1,City,Cloudy,108,67,10,14,199,0,High
10:15:00,Saturday,J3,City,Rainy,118,65,13,9,205,0,High
16:45:00,Monday,J2,Residential,Cloudy,51,26,7,6,90,1,Medium
07:00:00,Tuesday,J3,Residential,Rainy,131,71,13,10,225,1,High
13:45:00,Monday,J3,Highway,Cloudy,70,39,5,3,117,1,Medium
11:15:00,Friday,J2,City,Cloudy,67,23,7,3,100,0,Medium
15:15:00,Wednesday,J4,Highway,Rainy,38,19,3,4,64,0,Low
23:45:00,Monday,J1,Residential,Rainy,37,26,5,4,72,0,Low
07:00:00,Friday,J4,Highway,Cloudy,89,39,3,7,138,0,Medium
09:45:00,Monday,J3,Highway,Sunny,75,39,6,7,127,0,Medium
06:45:00,Thursday,J2,City,Cloudy,97,47,10,3,157,1,High
09:45:00,Tuesday,J3,Highway,Rainy,134,75,14,8,231,1,High
19:00:00,Monday,J1,City,Rainy,157,91,18,15,281,1,High
14:45:00,Monday,J2,Residential,Cloudy,20,15,2,3,40,0,Low
06:00:00,Friday,J1,Residential,Cloudy,9,8,0,3,20,0,Low
09:15:00,Sunday,J3,Highway,Cloudy,124,61,12,13,210,1,High
11:15:00,Friday,J3,City,Cloudy,75,48,8,10,141,1,Medium
07:00:00,Saturday,J3,City,Rainy,119,60,11,11,201,0,High
02:00:00,Monday,J3,Highway,Sunny,70,25,5,4,104,1,Medium
11:30:00,Friday,J1,Residential,Rainy,84,41,4,7,136,1,Medium
15:00:00,Thursday,J1,Highway,Sunny,13,8,3,0,24,0,Low
21:45:00,Thursday,J2,Highway,Cloudy,54,28,11,8,101,1,Medium
10:45:00,Saturday,J4,City,Rainy,164,84,17,17,282,1,High
